date_time,traffic_volume
25/9/2018 2:00,234
25/9/2018 3:00,366
25/9/2018 4:00,880
25/9/2018 5:00,3063
25/9/2018 6:00,5833
25/9/2018 7:00,6568
25/9/2018 8:00,6080
25/9/2018 9:00,5083
25/9/2018 10:00,4385
25/9/2018 11:00,4458
25/9/2018 12:00,4580
25/9/2018 12:00,4580
25/9/2018 12:00,4580
25/9/2018 13:00,4716
25/9/2018 14:00,4973
25/9/2018 14:00,4973
25/9/2018 15:00,5748
25/9/2018 16:00,6597
25/9/2018 16:00,6597
25/9/2018 17:00,5734
25/9/2018 18:00,4320
25/9/2018 19:00,3058
25/9/2018 20:00,2765
25/9/2018 21:00,2282
25/9/2018 22:00,1571
25/9/2018 23:00,924
26/9/2018 0:00,543
26/9/2018 1:00,358
26/9/2018 2:00,227
26/9/2018 3:00,358
26/9/2018 4:00,890
26/9/2018 5:00,3052
26/9/2018 6:00,5930
26/9/2018 7:00,6193
26/9/2018 8:00,6032
26/9/2018 9:00,5320
26/9/2018 10:00,4523
26/9/2018 11:00,4721
26/9/2018 12:00,4793
26/9/2018 13:00,4624
26/9/2018 14:00,4928
26/9/2018 15:00,5693
26/9/2018 16:00,6334
26/9/2018 17:00,5954
26/9/2018 18:00,4661
26/9/2018 19:00,3639
26/9/2018 20:00,3197
26/9/2018 21:00,3475
26/9/2018 22:00,1973
26/9/2018 23:00,1209
27/9/2018 0:00,654
27/9/2018 1:00,421
27/9/2018 2:00,312
27/9/2018 3:00,373
27/9/2018 4:00,919
27/9/2018 5:00,3002
27/9/2018 6:00,5685
27/9/2018 7:00,6589
27/9/2018 7:00,6589
27/9/2018 8:00,5946
27/9/2018 9:00,5181
27/9/2018 10:00,4500
27/9/2018 11:00,4670
27/9/2018 12:00,4849
27/9/2018 13:00,4787
27/9/2018 14:00,4943
27/9/2018 15:00,5892
27/9/2018 16:00,6451
27/9/2018 17:00,5968
27/9/2018 18:00,4498
27/9/2018 19:00,3419
27/9/2018 20:00,2856
27/9/2018 21:00,2649
27/9/2018 22:00,2003
27/9/2018 23:00,1278
28/9/2018 0:00,699
28/9/2018 1:00,461
28/9/2018 2:00,301
28/9/2018 3:00,367
28/9/2018 4:00,870
28/9/2018 5:00,2751
28/9/2018 6:00,5521
28/9/2018 7:00,6401
28/9/2018 8:00,5798
28/9/2018 9:00,4791
28/9/2018 10:00,4574
28/9/2018 11:00,4863
28/9/2018 12:00,5066
28/9/2018 13:00,4898
28/9/2018 14:00,5193
28/9/2018 15:00,5838
28/9/2018 16:00,6188
28/9/2018 17:00,5695
28/9/2018 18:00,5104
28/9/2018 19:00,4286
28/9/2018 20:00,3538
28/9/2018 21:00,3058
28/9/2018 22:00,2713
28/9/2018 23:00,3544
29/9/2018 0:00,1733
29/9/2018 1:00,867
29/9/2018 2:00,524
29/9/2018 3:00,359
29/9/2018 4:00,425
29/9/2018 5:00,743
29/9/2018 6:00,1359
29/9/2018 7:00,2036
29/9/2018 8:00,3073
29/9/2018 9:00,3725
29/9/2018 10:00,4059
29/9/2018 11:00,4378
29/9/2018 12:00,4657
29/9/2018 13:00,4553
29/9/2018 14:00,4618
29/9/2018 15:00,4564
29/9/2018 16:00,4735
29/9/2018 17:00,4878
29/9/2018 18:00,4569
29/9/2018 19:00,3818
29/9/2018 19:00,3818
29/9/2018 20:00,3338
29/9/2018 21:00,2950
29/9/2018 22:00,2607
29/9/2018 23:00,3856
30/9/2018 0:00,1826
30/9/2018 1:00,920
30/9/2018 2:00,696
30/9/2018 3:00,364
30/9/2018 4:00,335
30/9/2018 5:00,444
30/9/2018 6:00,802
30/9/2018 7:00,1175
30/9/2018 8:00,2002
30/9/2018 9:00,2882
30/9/2018 10:00,3701
30/9/2018 11:00,4049
30/9/2018 12:00,4429
30/9/2018 13:00,4547
30/9/2018 14:00,4380
30/9/2018 14:00,4380
30/9/2018 15:00,4302
30/9/2018 15:00,4302
30/9/2018 16:00,4283
30/9/2018 17:00,4132
30/9/2018 18:00,3947
30/9/2018 19:00,3543
30/9/2018 20:00,2781
30/9/2018 21:00,2159
30/9/2018 22:00,1450
30/9/2018 23:00,954
,
,
For Consistent skipping of 3 footer lines,
